Sno	Code	ProductName	Qty	UOM	Rate	Value()	MainCat	SubCat
1	25069	1 KGS PACKING COTTON BOX	70	NOS	38	2660	PACKING MATERIALS	PACKING MATERIALS
2	25070	1/2 KGS PACKING COTTON BOX	30	NOS	42	1260	PACKING MATERIALS	PACKING MATERIALS
3	101803	1/2KG COMPOSTABLE CARRY BAG SINGLE COLOUR(12X14)	20	KGS	170	3400	PACKING MATERIALS	PACKING MATERIALS
4	25071	1/4 KGS PACKING COTTON BOX	10	NOS	41	410	PACKING MATERIALS	PACKING MATERIALS
5	5045	10.5 X 4.5 - WHITE COVER	50	BOXES	1.42	71	STATIONARY ITEMS	STATIONARY ITEMS
6	4189	100 ML (OP) CONT	44000	NOS	2.15	94600	PACKING MATERIALS	CONTAINER-PACKING
7	104297	110ML SLIM A2B CUP	1000	NOS	0.9	900	PACKING MATERIALS	PACKING MATERIALS
8	104358	125 GM IML SWEET BOX(WEIGHT-16.25 GM)	500	NOS	3.48	1740	PACKING MATERIALS	PACKING MATERIALS
9	36427	12V 42AH QUANTA SMF BATTERY	8	NOS	5299.2	42393.6	COMPUTER MATERIALS	HARDWARE MATERIALS
10	101805	1KG COMPOSTABLE CARRY BAG SINGLE COLOUR(13X16)	110.1	KGS	190.948864	21023.47	PACKING MATERIALS	PACKING MATERIALS
11	103239	250ML HOT BEVERAGE TAKE AWAY FLASK ALUMINIUM SPOUT POUCH	150	NOS	6.49	973.5	PACKING MATERIALS	PACKING MATERIALS
12	103240	250ML HOT BEVERAGE TAKE AWAY FLASK CORRUGATED BOX	150	NOS	5.9	885	PACKING MATERIALS	PACKING MATERIALS
13	101806	2KG COMPOSTABLE CARRY BAG SINGLE COLOUR(16X20)	267.6	KGS	192.847982	51606.12	PACKING MATERIALS	PACKING MATERIALS
14	41129	300ML PULPY ORANGE	24	NOS	50	1200	RESALE	COOL DRINKS - II
15	41125	330 ML THUMS UP	24	NOS	38.5	924	RESALE	COOL DRINKS
16	41124	330ML COKE	72	NOS	38.5	2772	RESALE	COOL DRINKS
17	41126	330ML FANTA	48	NOS	38.5	1848	RESALE	COOL DRINKS
18	41123	330ML SPRITE	24	NOS	38.5	924	RESALE	COOL DRINKS
19	41130	330ML ZERO COKE	24	NOS	38.5	924	RESALE	COOL DRINKS
20	24111	4 LINES SMALL GIFT BOX (500)	4	NOS	428.57	1714.28	SWEETS	SP-SWEETS
21	105235	5 PARTITION TRAY INJECTION MOULD	4000	NOS	15.27	61080	PACKING MATERIALS	PACKING MATERIALS
22	102126	500ML HOT BEVERAGE TAKE AWAY FLASK ALUMINIUM SPOUT POUCH	125	NOS	7.38	922.5	PACKING MATERIALS	SERVICE MATERIAL-PACKING
23	102127	500ML HOT BEVERAGE TAKE AWAY FLASK CORRUGATED BOX	125	NOS	6.49	811.25	PACKING MATERIALS	SERVICE MATERIAL-PACKING
24	102212	50GRM COMPOSTABLE MIXTURE COVER(4X6)	1.6	KGS	175	280	PACKING MATERIALS	PACKING MATERIALS
25	25138	50ML CHUTNEY CUP	12000	NOS	1.03	12360	PACKING MATERIALS	CONTAINER-PACKING
26	101807	5KG CARRY BAG COMPOSTABLE SINGLE COLOUR(22X24)	84.2	KGS	194.7	16393.74	PACKING MATERIALS	PACKING MATERIALS
27	40381	A2B GHEE [200 ML]	20	NOS	144.64	2892.8	SWEETS	GHEE SWEETS [NOS]
28	40382	A2B GHEE [500 ML]	10	NOS	361.61	3616.1	SWEETS	GHEE SWEETS [NOS]
29	27174	A4 TNPL COPIER	2	NOS	10	20	STATIONARY ITEMS	STATIONARY ITEMS
30	23048	AAB ANDARA MURUKU (100 GMS)	280	NOS	44.2	12376	SAVOURIES	PACKED - SAVOURIES
31	23049	AAB BUTTER MURUKU (100 GMS)	280	NOS	40.18	11250.4	SAVOURIES	PACKED - SAVOURIES
32	256	AAB JAMOON [SMALL TIN]	50	NOS	128.57	6428.5	SWEETS	SP-SWEETS
33	255	AAB JAMOON [TIN BIG]	18	NOS	257.14	4628.52	SWEETS	SP-SWEETS
34	248	AAB RASAGULLA [SMALL TIN]	70	NOS	111.43	7800.1	SWEETS	SP-SWEETS
35	247	AAB RASAGULLA [TIN BIG]	28	NOS	222.86	6240.08	SWEETS	SP-SWEETS
36	23052	AAB RIBBON PAKODA (100 GMS)	280	NOS	40.18	11250.4	SAVOURIES	PACKED - SAVOURIES
37	23671	AAB SPL GIFT HAMPER (GH-1)	2	NOS	1406.25	2812.5	SWEETS	GIFT PACK ASSORTED SWEETS
38	23676	AAB SPL GIFT HAMPER (GH-6)	1	NOS	1627.24	1627.24	SWEETS	GIFT PACK ASSORTED SWEETS
39	20462	AAB SPL GIFT HAMPER (GH-9)	4	NOS	716.95	2867.8	SWEETS	GIFT PACK ASSORTED SWEETS
40	94	AAB SPL MIXTURE	255	KGS	562.5	143437.5	SAVOURIES	SAVOURIES - MIXTURE ITEMS [KGS]
41	8570	AAB SPL MIXTURE 250GRAMS	200	NOS	140.63	28126	SAVOURIES	SAVOURIES - MIXTURE ITEMS [NOS]
42	22920	AAB SPL MIXTURE( 100 GRAM NOS )	140	NOS	56.25	7875	SAVOURIES	SAVOURIES - MIXTURE ITEMS [NOS]
43	8911	ADAI DOSA MIX [200GM]	10	NOS	53.39	533.9	SAVOURIES	SAVOURIES-INSTANT MIX [PIECE]
44	8912	ADAI DOSA MIX [500GM]	5	NOS	114.41	572.05	SAVOURIES	SAVOURIES-INSTANT MIX [PIECE]
45	3128	AGARBATHI(AMBIKA HEAVEN)	8	PAKTS	201.6	1612.8	RAW MATERIALS	POOJA MATERIALS
46	242	AJMEER CAKE	67.29	KGS	600	40374	SWEETS	MILK SWEETS [KGS]
47	3126	AMUL CHEESE	18	TINS	509.6	9172.8	RAW MATERIALS	DAIRY PRODUCTS
48	3328	AMUL FRESH CREAM	134	LTRS	204.946268	27462.8	RAW MATERIALS	DAIRY PRODUCTS
49	102	ANDHARA MURUKU	495	KGS	441.96	218770.2	SAVOURIES	SAVOURIES - MURUKKU ITEMS [KGS]
50	6890	ANDHRA AVAKKA PICKLE [400 GM]	10	NOS	184.82	1848.2	SAVOURIES	PICKLES
51	23204	ANDHRA MURUKKU 200 GRAMS	580	NOS	88.39	51266.2	SAVOURIES	SAVOURIES - MURUKKU ITEMS [NOS]
52	24468	ANDHRA PARUPPU POWDER [100G]	20	NOS	30.51	610.2	SAVOURIES	SAVOURIES-BLENDED SPICES [PIECE]
53	24467	ANDHRA PARUPPU POWDER [200G]	20	NOS	61.02	1220.4	SAVOURIES	SAVOURIES-BLENDED SPICES [PIECE]
54	55	ANGOOR JAMOON	164.975	KGS	600.040412	98991.67	SWEETS	BENGALI SWEETS [KGS]
55	81	ANJAL KING	14.26	KGS	1200	17112	SWEETS	DRY FRUIT SWEETS [KGS]
56	3443	ANNACHI POO	1.5	KGS	650.333333	975.5	RAW MATERIALS	SPICES AND MASALA
57	3287	APPALAM	84	KGS	180	15120	RAW MATERIALS	CEREALS AND PULSES
58	101537	APPALAM COVER KRAFT(26X33)CM VERGIN GLASSIN PAPER	3000	NOS	2.55	7650	PACKING MATERIALS	PARCEL MATERIAL-PACKING
59	29722	APPLE (KGS)	60	KGS	176.683333	10601	FRUITS	APPLE VARIETIES
60	16216	APRON (FULL)	4	NOS	143.7	574.8	STATIONARY ITEMS	UNIFORMS
61	107692	ARAI KEERAI (KGS)	124.1	KGS	20.008058	2483	VEGETABLES	KEERAI(GREENS) VARIETIES
62	29328	AROMAT SEASOING POWDER	195	PAKTS	29.68	5787.6	RAW MATERIALS	SPICES AND MASALA
63	2797	ASAFOETIDA CAKE	15	KGS	1194.9	17923.5	RAW MATERIALS	SPICES AND MASALA
64	29297	ASAFOETIDA POWDER	29.5	KGS	525.88983	15513.75	RAW MATERIALS	SPICES AND MASALA
65	8318	ASSORTED CHOCOLATE [100 GMS]	25	NOS	97.62	2440.5	BAKERY	PASTRIES
66	8317	ASSORTED CHOCOLATE [50 GMS]	25	NOS	48.82	1220.5	BAKERY	PASTRIES
67	41	ATHIRASAM	31.915	KGS	565.71	18054.63	SWEETS	GHEE SWEETS [KGS]
68	105978	ATTA ( 1 KG )	850	KGS	41.423529	35210	RAW MATERIALS	FLOUR
69	2053	AVARAKAI	25	KGS	92	2300	VEGETABLES	REGULAR VEGETABLES
70	29687	BABYCORN (KGS)	64.5	KGS	115	7417.5	VEGETABLES	CORN ITEMS
71	8800	BADAM CAKE	17.74	KGS	1200	21288	SWEETS	DRY FRUIT SWEETS [KGS]
72	8240	BADAM GHEE BISCUITS 250 Gms- COOKIES	45	NOS	152.54	6864.3	BAKERY	COOKIES
73	43	BADAM HALWA	16.11	KGS	1200	19332	SWEETS	DRY FRUIT SWEETS [KGS]
74	4866	BADAM MILK CONTAINER(TR)	400	NOS	3.15	1260	PACKING MATERIALS	CONTAINER-PACKING
75	8913	BADAM MILK READY MIX [200GM]	20	NOS	122.03	2440.6	SAVOURIES	SAVOURIES-INSTANT MIX [PIECE]
76	8914	BADAM MILK READY MIX [500GM]	20	NOS	305.08	6101.6	SAVOURIES	SAVOURIES-INSTANT MIX [PIECE]
77	32	BADUSHA	127.275	KGS	600	76365	SWEETS	GHEE SWEETS [KGS]
78	2079	BAJJI CHILLY	2	KGS	60	120	VEGETABLES	REGULAR VEGETABLES
79	40982	BAKED RASAGULLA	15	NOS	36	540	SWEETS	BENGALI SWEETS [NOS]
80	21626	BAKLAWA ASSORTED SWEETS	10.91	KGS	1028.57	11221.7	SWEETS	ASSORTED
81	123	BANANA CHIPS	2	KGS	514.29	1028.58	SAVOURIES	SAVOURIES - CHIPS ITEMS [KGS]
82	8584	BANANA CHIPS(250GM)	240	NOS	128.57	30856.8	SAVOURIES	SAVOURIES - CHIPS ITEMS [NOS]
83	2020	BANANA LEAVES	2935	Nos	3.327086	9765	VEGETABLES	LEAF ITEMS
84	2374	BANANA LEAVES (SQUARE BIG)	21900	NOS	2.93242	64220	VEGETABLES	LEAF ITEMS
85	2717	BANANA LEAVES (SQUARE SMALL)	23600	NOS	2.707627	63900	VEGETABLES	LEAF ITEMS
86	2070	BANANAN LEAVES(ROUND)	5300	NOS	2.907547	15410	VEGETABLES	LEAF ITEMS
87	3460	BANANAN LEAVES(SQUARE)	1900	NOS	2.857894	5430	VEGETABLES	LEAF ITEMS
88	28	BANARAS SOAN PAPDI	22	KGS	600	13200	SWEETS	GHEE SWEETS [KGS]
89	102385	BASIL (VEG)	4.5	KGS	200	900	VEGETABLES	EXOTIC VEGETABLES
90	29222	BASMATHI	480	KGS	89.96875	43185	RAW MATERIALS	CEREALS AND PULSES
91	2052	BEANS	547	KGS	169.689213	92820	VEGETABLES	BEANS ITEMS
92	2035	BEETROOT	1	KGS	34	34	VEGETABLES	REGULAR VEGETABLES
93	3338	BIRINJI LEAVES	0.5	KGS	99.75	49.88	RAW MATERIALS	SPICES AND MASALA
94	24326	BITTER GOURD CHIPS(200G)	150	NOS	98.572	14785.8	SAVOURIES	PACKED - SAVOURIES
95	8691	BITTER GOURD THOKKU 400 GRAM	20	NOS	176.79	3535.8	SAVOURIES	RICE MIXES
96	40540	BLACK CURRENT ICE CREAM [KGS]	12.5	KGS	366.1	4576.25	ICE CREAMS	ICE CREAM GALLON
97	3367	BLACK ELACHI	3	KGS	1627.5	4882.5	RAW MATERIALS	SPICES AND MASALA
98	3007	BLACK SALT	5	KGS	18	90	RAW MATERIALS	SPICES AND MASALA
99	3173	BLEACHING POWDER(PER 5OKG	10	KGS	53.1	531	RAW MATERIALS	CLEANING MATERIALS
100	50	BOMBAY HALWA	48.02	KGS	606.192174	29109.35	SWEETS	GHEE SWEETS [KGS]
101	2004	BRINJAL	51	KGS	33.921568	1730	VEGETABLES	BRINJAL ITEMS
102	29674	BRINJAL UJALA	37	KGS	60.837837	2251	VEGETABLES	BRINJAL ITEMS
103	2158	BROCCOLI	2	KGS	165	330	VEGETABLES	EXOTIC VEGETABLES
104	2288	BROWN SUGAR	7	KGS	77.725714	544.08	RAW MATERIALS	BAKERY CHEMICALS
105	4049	BROWN TAPE	24	NOS	52	1248	PACKING MATERIALS	PACKING MATERIALS
106	7531	BUTTER (NANDHINI)	200	KGS	488.096	97619.2	RAW MATERIALS	OIL & GHEE ITEMS
107	8814	BUTTER JAM BUN (1PCS)	15	NOS	31.5	472.5	BAKERY	BREAD
108	22215	BUTTER MURUKKU 200 GRAMS	390	NOS	80.36	31340.4	SAVOURIES	PACKED - SAVOURIES
109	40543	BUTTER SCOTCH ICE CREAM [KGS]	30	KGS	396.61	11898.3	ICE CREAMS	ICE CREAM GALLON
110	2014	CABBAGE	525.8	KGS	24.421643	12840.9	VEGETABLES	REGULAR VEGETABLES
111	4397	CAP	12	NOS	55.65	667.8	STATIONARY ITEMS	UNIFORMS
112	2050	CAPSICUM	157	KGS	57.082802	8962	VEGETABLES	REGULAR VEGETABLES
113	2006	CAPSICUM - RED	10.4	KGS	115.384615	1200	VEGETABLES	EXOTIC VEGETABLES
114	3143	CARDOMAN	1	KGS	2467.5	2467.5	RAW MATERIALS	SPICES AND MASALA
115	36166	CARPET BRUSH	2	NOS	59	118	RAW MATERIALS	CLEANING MATERIALS
116	2017	CARROT - OOTY	1004	KGS	51.693227	51900	VEGETABLES	REGULAR VEGETABLES
117	100118	CASH VOUCHER(NON GST)	2	NOS	50	100	STATIONARY ITEMS	STATIONARY ITEMS
118	45	CASHEWNUT HALWA	36.045	KGS	814.28	29350.72	SWEETS	DRY FRUIT SWEETS [KGS]
119	29685	CAULIFLOWER (KGS)	781	KGS	51.156209	39953	VEGETABLES	REGULAR VEGETABLES
120	29788	CELLERY (KGS)	13.1	KGS	83.12977	1089	VEGETABLES	STEM VEGETABLES
121	2098	CHAKKARAVALLI KILANGU	4	KGS	44.5	178	VEGETABLES	KILANGU ITEMS
122	57	CHAM CHAM	18.16	KGS	600	10896	SWEETS	BENGALI SWEETS [KGS]
123	58	CHAMPAKALI	16.3	KGS	600	9780	SWEETS	BENGALI SWEETS [KGS]
124	33	CHANDRA KALA	91.09	KGS	600	54654	SWEETS	GHEE SWEETS [KGS]
125	20303	CHAT MASALA	4	KGS	282.23	1128.92	RAW MATERIALS	SPICES AND MASALA
126	3229	CHILLY POWDER	29	KGS	221.503103	6423.59	RAW MATERIALS	SPICES AND MASALA
127	3162	CHILLY SAUCE	47	BOTLS	48.72	2289.84	RAW MATERIALS	SAUCES & SYRUP
128	29430	CHINESE CABBAGE	1	KGS	130	130	VEGETABLES	EXOTIC VEGETABLES
129	2024	CHOCHOW	59	KGS	47.508474	2803	VEGETABLES	REGULAR VEGETABLES
130	40547	CHOCOLATE ICE CREAM [KGS]	39.5	KGS	366.1	14460.95	ICE CREAMS	ICE CREAM GALLON
131	21612	CHOCOLATE BITE	1.665	KGS	942.86	1569.86	SWEETS	DRY FRUIT SWEETS [KGS]
132	4	CHOCOLATE BURFI	41.98	KGS	604.017987	25356.68	SWEETS	MILK SWEETS [KGS]
133	23485	CHOCOLATE CHIPS COOKIES 200 GMS	5	NOS	102.97	514.85	BAKERY	BISCUITS
134	21676	CHOCOLATE CHIPS COOKIES 100 GRMS	10	NOS	53.39	533.9	BAKERY	COOKIES
135	8156	CHOCOLATE DONUT	60	NOS	38.13	2287.8	BAKERY	DONUT
136	27	CHOCOLATE SOAN PAPDI	1.98	KGS	600	1188	SWEETS	GHEE SWEETS [KGS]
137	25605	CLOTH TOWEL BIG	252	NOS	9.590952	2416.92	PACKING MATERIALS	PACKING MATERIALS
138	3288	COCONUT - BROOM	25	NOS	35	875	RAW MATERIALS	CLEANING MATERIALS
139	21675	COCONUT BISCUITS 100GRMS	5	NOS	57.2	286	BAKERY	COOKIES
140	6	COCONUT BURFI	26.265	KGS	600	15759	SWEETS	GHEE SWEETS [KGS]
141	41151	COCONUT MILK THENKUZHAL 200GM	70	NOS	88.39	6187.3	SAVOURIES	PACKED - SAVOURIES
142	40990	COCONUT OIL THATTAI (200GM)	61	NOS	96.43	5882.23	SAVOURIES	PACKED - SAVOURIES
143	105751	COCONUT OIL [ 1 KG ]	281	KGS	169.05	47503.05	RAW MATERIALS	OIL & GHEE ITEMS
144	40992	COCONUT OIL HAND MURUKKU (200GM)	185	NOS	96.43	17839.55	SAVOURIES	PACKED - SAVOURIES
145	40993	COCONUT OIL MASALA CASHEW PAKODA 200GM	230	NOS	176.79	40661.7	SAVOURIES	PACKED - SAVOURIES
146	40991	COCONUT OIL RPM THATTAI (200 GM)	53	NOS	96.43	5110.79	SAVOURIES	PACKED - SAVOURIES
147	132	COCONUT POLI	1000	NOS	8	8000	CHAT	POLI
148	29690	COCONUT-BIG (KGS)	2875	KGS	34.608695	99500	VEGETABLES	REGULAR VEGETABLES
149	24342	COFEE BREAD	21	NOS	54	1134	BAKERY	BREAD
150	3918	COFFEE POWDER	295	KGS	482.100508	142219.65	RAW MATERIALS	COFFEE POWDER
151	20760	COFFEE POWDER [100 GMS]	150	NOS	60	9000	SAVOURIES	A2B COFFEE MIX [PIECE]
152	20761	COFFEE POWDER [200 GMS]	50	NOS	115.71	5785.5	SAVOURIES	A2B COFFEE MIX [PIECE]
153	250	COLOUR MODI	48	NOS	25.03	1201.44	SEMI FINISHED	SF.CHAT
154	105218	COMPOSTABLE GARBAGE BAG GREEN(32X40)	90	KGS	194.7	17523	PACKING MATERIALS	PACKING MATERIALS
155	105217	COMPOSTABLE GARBAGE BAG BLACK(30X36)	150	KGS	185.456	27818.4	PACKING MATERIALS	PACKING MATERIALS
156	105187	COMPOSTABLE STRAW 6MM (PLA)	300	NOS	0.4	120	PACKING MATERIALS	PACKING MATERIALS
157	4166	COMPUTER ROLL(THERMOL)	150	NOS	59	8850	PACKING MATERIALS	PACKING MATERIALS
158	100864	CORN FLOUR ( ROQUETTE)	180	KGS	45.834444	8250.2	RAW MATERIALS	SF.RAW MATERIALS
159	24316	CORNFLEX MIXTURE 150 GMS	180	NOS	72.32	13017.6	SAVOURIES	SAVOURIES - MIXTURE ITEMS [NOS]
160	14927	CORRECTION PEN	1	NOS	21.24	21.24	STATIONARY ITEMS	STATIONARY ITEMS
161	3727	COW MILK	40	LTRS	33.3	1332	MILK & ALLIED PRODUCTS	MILK & ALLIED PRODUCTS
162	21312	CREAM BUN [50 GRAM]	35	NOS	22.88	800.8	BAKERY	BREAD
163	2009	CUCUMBER	192	KGS	40.458333	7768	VEGETABLES	REGULAR VEGETABLES
164	2356	CURDS - CM	1642	KGS	67.223191	110380.48	SEMI FINISHED	SF.MILK ITEMS
165	126	CUTLET EACH	25	NOS	14	350	CHAT	SPL.CALCUTTA
166	40984	DATES JAGGERY MYSORE PAUK	13.68	KGS	654.295065	8950.76	SWEETS	GHEE SWEETS [KGS]
167	274	DELHI SOAN PAPDI [250 GMS]	73	NOS	137.14	10011.22	SWEETS	SP-SWEETS
168	1441	DELHI SOAN PAPDI [500 GMS]	10	NOS	274.28	2742.8	SWEETS	SP-SWEETS
169	8564	DHALL MIXTURE 100GRMS	140	NOS	48.21	6749.4	SAVOURIES	SAVOURIES - MIXTURE ITEMS [NOS]
170	23205	DHALL MIXTURE 200 GRAMS	120	NOS	96.43	11571.6	SAVOURIES	SAVOURIES - MIXTURE ITEMS [NOS]
171	131	DHALL POLI	925	NOS	11	10175	CHAT	POLI
172	3228	DHANIYA POWDER	65	KGS	136.886923	8897.65	RAW MATERIALS	SPICES AND MASALA
173	4291	DISPOSABLE MASK	600	NOS	0.9	540	PACKING MATERIALS	PACKING MATERIALS
174	4290	DISPOSAL HEAD CAP	3000	NOS	0.688	2064	PACKING MATERIALS	PACKING MATERIALS
175	311	DODA BURFI	82.495	KGS	600	49497	SWEETS	GHEE SWEETS [KGS]
176	104578	DOMEX	6	LTRS	132.16	792.96	RAW MATERIALS	CLEANING MATERIALS
177	4237	DOSA PARCEL PAPER A2B	10500	NOS	1.06	11130	PACKING MATERIALS	PARCEL MATERIAL-PACKING
178	108056	DOSA TRAY 4CP WITH LOGO-WEIGHT-68 GRMS	180	NOS	15.93	2867.4	PACKING MATERIALS	PACKING MATERIALS
179	22	DOUBLE  DOCKER	14.62	KGS	600	8772	SWEETS	MILK SWEETS [KGS]
180	2073	DRUMSTICK	307.5	KGS	36.138211	11112.5	VEGETABLES	REGULAR VEGETABLES
181	23082	DRY FRUIT - NUTS GIFT BOX (GB-1)	26	NOS	602.68	15669.68	SWEETS	DRY FRUIT SWEETS [NOS]
182	23058	DRY FRUIT - NUTS GIFT BOX (GB-15)	18	NOS	526.34	9474.12	SWEETS	SP-SWEETS
183	23068	DRY FRUIT - NUTS GIFT BOX (GB-16)	11	NOS	642.86	7071.46	SWEETS	DRY FRUIT SWEETS [NOS]
184	23086	DRY FRUIT - NUTS GIFT BOX (GB-2)	10	NOS	630.8	6308	SWEETS	DRY FRUIT SWEETS [NOS]
185	23080	DRY FRUIT - NUTS GIFT BOX (GB-20)	6	NOS	883.93	5303.58	SWEETS	DRY FRUIT SWEETS [NOS]
186	1266	DRY FRUIT BURFI	16.49	KGS	1200	19788	SWEETS	DRY FRUIT SWEETS [KGS]
187	40306	DRY FRUIT CHOCO DELIGHT	6.96	KGS	1542.86	10738.31	SWEETS	DRY FRUIT SWEETS [KGS]
188	388	DRY FRUIT HONEY DEW	21	KGS	1200	25200	SWEETS	DRY FRUIT SWEETS [KGS]
189	20150	DRY FRUIT KAJU MOTHI PAK	23.38	KGS	1200	28056	SWEETS	DRY FRUIT SWEETS [KGS]
190	312	DRY FRUIT LADDU	21.3	KGS	600	12780	SWEETS	GHEE SWEETS [KGS]
191	40880	DRY FRUITS NUTS BOX (GB)	5	NOS	1044.64	5223.2	SWEETS	DRY FRUIT SWEETS [NOS]
192	59	DRY JAMOON	48.49	KGS	600	29094	SWEETS	BENGALI SWEETS [KGS]
193	309	ELLU BURFI [250GMS]	15	NOS	105.87	1588.05	SWEETS	SP-SWEETS
194	22260	ELLU MURUKKU 200 GRMS	30	NOS	88.39	2651.7	SAVOURIES	PACKED - SAVOURIES
195	8629	ELLU MURUKU 100 GRAMS	70	NOS	44.2	3094	SAVOURIES	PACKED - SAVOURIES
196	2327	FALOODA VERMCILLY	5	PAKTS	54.6	273	RAW MATERIALS	VATHAL & VADAMS
197	9	FANCY PEDA	32.03	KGS	600	19218	SWEETS	MILK SWEETS [KGS]
198	40180	FESTIVAL DELIGHT	13	NOS	482.14	6267.82	SAVOURIES	PACKED - SAVOURIES
199	7315	FLAX SHON PAPDI [250 GMS]	25	NOS	128.57	3214.25	SWEETS	SP-SWEETS
200	8716	FLAX SOAN PAPDI ORANGE(250GM)	20	NOS	128.57	2571.4	SWEETS	SP-SWEETS
201	8715	FLAX SOAN PAPDI MANGO (250GM)	10	NOS	128.57	1285.7	SWEETS	SP-SWEETS
202	3236	FLOUR - RICE	160	KGS	33.68	5388.8	RAW MATERIALS	FLOUR
203	3235	FLOUR GRAM DHALL-NICE	16.8	KGS	83.987261	1410.99	RAW MATERIALS	FLOUR
204	23263	FRESH CORIANDER RUSK 200 GMS	5	NOS	85.72	428.6	BAKERY	BREAD
205	3225	FRIED  GROUNDNUT	2	KGS	162.4	324.8	RAW MATERIALS	CEREALS AND PULSES
206	2177	FRIED CASHEWNUT PEPPER [250 GM]	55	NOS	405.848181	22321.65	SAVOURIES	SAVOURIES - CASHEW ITEMS [NOS]
207	24405	FRIED CASHEWNUT PEPPER 125GM	11	NOS	202.91909	2232.11	SAVOURIES	SAVOURIES - CASHEW ITEMS [NOS]
208	2182	FRIED CASHEWNUT SALT [250 GM]	25	NOS	401.79	10044.75	SAVOURIES	SAVOURIES - CASHEW ITEMS [NOS]
209	24404	FRIED CASHEWNUT SALT 125GM	10	NOS	200.89	2008.9	SAVOURIES	SAVOURIES - CASHEW ITEMS [NOS]
210	101992	FRIED GRAM DHALL (N t)	63	KGS	78.94	4973.22	RAW MATERIALS	SF.RAW MATERIALS
211	40548	FRUIT AND NUT ICE CREAM [KGS]	7.5	KGS	366.1	2745.75	ICE CREAMS	ICE CREAM GALLON
212	21677	FRUIT BISCUIT 100 GRM	5	NOS	53.39	266.95	BAKERY	COOKIES
213	23487	FRUIT BISCUITS 200 GMS	15	NOS	94.57	1418.55	BAKERY	BISCUITS
214	46	FRUIT HALWA	21.035	KGS	600	12621	SWEETS	GHEE SWEETS [KGS]
215	228	GAJARA BHAR	4.542	KGS	600	2725.2	SWEETS	BENGALI SWEETS [KGS]
216	3025	GARAM MASALA POWDER	10	KGS	555.81	5558.1	RAW MATERIALS	SPICES AND MASALA
217	3056	GARLIC	133	KGS	143.796992	19125	VEGETABLES	VEGETABLES
218	40366	GARLIC KARAM PODI [250 GMS]	30	NOS	99.15	2974.5	SAVOURIES	PODI ITEMS
219	40367	GARLIC PARUPPU PODI [250 GMS]	30	NOS	99.15	2974.5	SAVOURIES	PODI ITEMS
220	505	GARLIC PICKLE [400 GM]	20	NOS	176.79	3535.8	SAVOURIES	PICKLES
221	105752	GHEE [ 1 KG ]	528	KGS	420.194545	221862.72	RAW MATERIALS	OIL & GHEE ITEMS
222	334	GHEE DHALL [100GMS]	50	NOS	32.14	1607	SAVOURIES	PACKED - SAVOURIES
223	4032	GIFT HANDEL BOX (SMALL)(3.7X3.5X2)350GSM GREY BACK	1000	NOS	3.25	3250	PACKING MATERIALS	CONTAINERS
224	2016	GINGER	126	KGS	144.753968	18239	VEGETABLES	GINGER & GARLIC ITEMS
225	105750	GINGLY OIL [ 1 KG ]	339	KGS	338.168141	114639	RAW MATERIALS	OIL & GHEE ITEMS
226	35517	GLASS CLEANING LIQUID	3	NOS	37.64	112.92	RAW MATERIALS	CLEANING MATERIALS
227	470	GONGURA THOKKU 400 GRAMS	20	NOS	184.82	3696.4	SAVOURIES	RICE MIXES
228	3087	GRAM DHALL (50KG BAG)	250	KGS	79.6	19900	RAW MATERIALS	CEREALS AND PULSES
229	2005	GREEN CHILLY	432.5	KGS	73.172254	31647	VEGETABLES	REGULAR VEGETABLES
230	101820	GREEN DHANIYA	39	KGS	130.496153	5089.35	RAW MATERIALS	CEREALS AND PULSES
231	3065	GREEN PEAS	3	KGS	92	276	RAW MATERIALS	CEREALS AND PULSES
232	2055	GREEN PEAS [VEG]	171	KGS	105	17955	VEGETABLES	REGULAR VEGETABLES
233	3059	GROUND NUT	19	KGS	137.992105	2621.85	RAW MATERIALS	CEREALS AND PULSES
234	303	GROUNDNUT KOODU	1.06	KGS	450	477	SWEETS	KOODU
235	105754	GROUNDNUT OIL [1 KG ]	192	KGS	202.5625	38892	RAW MATERIALS	OIL & GHEE ITEMS
236	16	GUL KAND BURFI	47.635	KGS	600	28581	SWEETS	MILK SWEETS [KGS]
237	3012	GUNDU CHILLY	12	KGS	246.75	2961	RAW MATERIALS	SPICES AND MASALA
238	1806	HAND MURUKKU [250 GM]	354	NOS	100.45	35559.3	SAVOURIES	SAVOURIES - MURUKKU ITEMS [NOS]
239	3568	HARPIC	21	BOTLS	80.24	1685.04	RAW MATERIALS	CLEANING MATERIALS
240	23210	HEALTH MIX [250G]	10	NOS	116.51	1165.1	SAVOURIES	PACKED - READYMIX
241	4155	HOMELY LUNCH TRAY WITH LID(8 PORTION)	180	NOS	20.06	3610.8	PACKING MATERIALS	CONTAINER-PACKING
242	102739	HONEY (HIMALAYAN MULTIFLORA HONEY)	8	KGS	262.5	2100	RAW MATERIALS	SAUCES & SYRUP
243	14880	HRD GOLDEN WHITE PAPER [6 ROLL]	8	BOXES	3729.98	29839.84	RAW MATERIALS	CLEANING MATERIALS
244	3512	IDIYAPPA MAVU	51.5	KGS	34.820388	1793.25	RAW MATERIALS	FLOUR
245	240	IDLY PODI [100GMS]	50	NOS	30	1500	SAVOURIES	PODI ITEMS
